date,vwretd
19260130,0.0005608426983281094
19260227,-0.03360435446383776
19260331,-0.06614193925896462
19260430,0.036359894140843424
19260528,0.012022439977217384
19260630,0.05227361371749892
19260731,0.030927767693226815
19260831,0.02824434648996711
19260930,0.005770319637400168
19261030,-0.029424691234827514
19261130,0.028153932378693125
19261231,0.028792489281278904
19270131,0.0024130861642743637
19270228,0.044370889735496764
19270331,0.0037489638450285607
19270430,0.00719902472669286
19270531,0.05616575465013114
19270630,-0.02131250659045023
19270730,0.07258016278999535
19270831,0.022240828935895383
19270930,0.048717780597423585
19271031,-0.04162439969453225
19271130,0.06621180791209351
19271231,0.023503613327890152
19280131,-0.0033455902510965588
19280229,-0.014583828944975518
19280331,0.08661613222404052
19280430,0.042911969001295076
19280531,0.01753535308906047
19280630,-0.046300515917194744
19280731,0.009356094924025029
19280831,0.06785115330805613
19280929,0.031012114603392534
19281031,0.019045477985871428
19281130,0.11466707497812591
19281231,0.0055416168386720885
19290131,0.052530778388286535
19290228,-0.0004460994875820205
19290328,-0.007838642038240109
19290430,0.017033109445129074
19290531,-0.061793492179312084
19290629,0.09673915832801624
19290731,0.04493321187290815
19290830,0.08189606606642692
19290930,-0.05177235648789764
19291031,-0.2190071181618132
19291127,-0.132174599199433
19291231,0.016257133769269794
19300131,0.05676494755335194
19300228,0.027850547889037406
19300331,0.07197734683991104
19300430,-0.020754900564478658
19300529,-0.014109066418761522
19300630,-0.17432957790441045
19300731,0.041107393790008946
19300829,0.003656307553475421
19300930,-0.1333085603106298
19301031,-0.09055838747297483
19301129,-0.028458118216514474
19301231,-0.08092701522489654
19310131,0.06182860262293326
19310228,0.10408520279196296
19310331,-0.06492899736349086
19310430,-0.1056038786015188
19310529,-0.14368101190573904
19310630,0.131326463554057
19310731,-0.0687479014945503
19310831,0.0030732726560256454
19310930,-0.34493131394584775
19311031,0.07835728815166274
19311130,-0.09255617555772713
19311231,-0.14499224660068114
19320130,-0.010589875318138995
19320229,0.05606175717623054
19320331,-0.11720707655267633
19320430,-0.1977402157375086
19320531,-0.23092121911001698
19320630,-0.0042982241448532915
19320730,0.2931493496175357
19320831,0.31582336564754854
19320930,-0.02906739300284464
19321031,-0.14220086412836908
19321130,-0.06002605099569725
19321231,0.044234086707248835
19330131,0.009765165196214471
19330228,-0.166295463398148
19330331,0.03256883066408687
19330429,0.33227988957352095
19330531,0.19331177581885647
19330630,0.1251902014114521
19330731,-0.1013032021418306
19330831,0.11447534906533582
19330930,-0.11186607544247776
19331031,-0.08735689121825141
19331129,0.09521562988007617
19331230,0.017718103243580325
19340131,0.11936311999870193
19340228,-0.02458679318944175
19340331,0.0044152384734096215
19340430,-0.018515356185266434
19340531,-0.07501777051014806
19340630,0.025028166042112075
19340731,-0.11581834193168043
19340831,0.05547538723377556
19340929,-0.0023647939223634504
19341031,-0.019075791505321488
19341130,0.07889897693974872
19341231,0.003547699465653268
19350131,-0.033987072573868425
19350228,-0.019653878359851284
19350330,-0.03667746993969968
19350430,0.08659228918460202
19350531,0.033977182148958396
19350629,0.05618749820942965
19350731,0.07153896078231561
19350831,0.026420874382794675
19350930,0.025739868904047825
19351031,0.06713421191557893
19351130,0.051521668308241494
19351231,0.04585825126259852
19360131,0.06724641398414168
19360229,0.025084730823918655
19360331,0.008219130219430626
19360430,-0.08499268863998162
19360529,0.050733988004892386
19360630,0.024371585456918952
19360731,0.06387017284259858
19360831,0.010890482831172785
19360930,0.011828763513144333
19361031,0.06764556427606763
19361130,0.032325844233828595
19361231,0.0027920984627734487
19370130,0.0327169169396151
19370227,0.01302875595348731
19370331,-0.002735738723013355
19370430,-0.07841137235818707
19370528,-0.0070789970802989845
19370630,-0.04264448758563866
19370731,0.08592537083169197
19370831,-0.04957372106997694
19370930,-0.1469038350851662
19371030,-0.10070249222405646
19371130,-0.08670560556066012
19371231,-0.04162856971459006
19380131,0.006753146092631737
19380228,0.05639262069521262
19380331,-0.2723548041290224
19380430,0.1362453315584224
19380531,-0.03983602241720583
19380630,0.21342770496740088
19380730,0.06961654362970975
19380831,-0.027514064144042713
19380930,0.008872522503596839
19381031,0.0759670287509489
19381130,-0.018373768601140417
19381231,0.04106420518488374
19390131,-0.06228080503103242
19390228,0.034647773183144215
19390331,-0.12865984931222987
19390429,-0.0019338687192984136
19390531,0.06669650351777674
19390630,-0.0551174392228093
19390731,0.0973471945893395
19390831,-0.06963307637437474
19390930,0.149983437493121
19391031,-0.004199806855467262
19391130,-0.037837909666861645
19391230,0.029253901395073174
19400131,-0.024513003721010184
19400229,0.014650160420994577
19400330,0.01847134938198118
19400430,0.0008366499108361105
19400531,-0.24988801751719067
19400629,0.06471600538631007
19400731,0.03142405187262633
19400831,0.024005547346801014
19400930,0.022854827336106397
19401031,0.0296976275563208
19401130,-0.016893901742970806
19401231,0.00656440705756111
19410131,-0.04210093701866397
19410228,-0.013897119185730205
19410331,0.009470017501373992
19410430,-0.05553173759542742
19410531,0.01305441907370944
19410630,0.05684808791606174
19410731,0.05783768308434989
19410830,-0.001156668683381713
19410930,-0.007640111466147506
19411031,-0.054378047349474753
19411129,-0.02047927617140429
19411231,-0.0478172376160016
19420131,0.00893892846905747
19420228,-0.02393517451902643
19420331,-0.06736277224950213
19420430,-0.044561268566396556
19420529,0.05843304559608004
19420630,0.025445499831338866
19420731,0.03471635296826517
19420831,0.018240623689750116
19420930,0.0267091146681228
19421031,0.06680594857997281
19421130,0.0011763078785313951
19421231,0.050017981521687155
19430130,0.07081441147521418
19430227,0.05871974987578502
19430331,0.05995993036977677
19430430,0.007306244275699104
19430529,0.05556904034367127
19430630,0.01720219026518049
19430731,-0.048930824061570864
19430831,0.013354431313301057
19430930,0.023791719102790154
19431030,-0.011640488365022355
19431130,-0.0617722175526013
19431231,0.062239317493436384
19440131,0.017869387242245984
19440229,0.003453031419087645
19440331,0.024466245507861892
19440429,-0.016621372856272874
19440531,0.0496555039406669
19440630,0.05528521605548946
19440731,-0.01531061152281713
19440831,0.015476616925157878
19440930,0.0004528974264760718
19441031,0.002116758086018511
19441130,0.016530613425760322
19441230,0.04024903040766295
19450131,0.020016329950336986
19450228,0.062483598730000284
19450331,-0.03996507011820241
19450430,0.07532266268980337
19450531,0.01802163049779541
19450630,0.00466510147313523
19450731,-0.022313095887088727
19450831,0.05999006758830217
19450929,0.04716694269608596
19451031,0.0380171044915099
19451130,0.05340710870706821
19451231,0.012919186762654775
19460131,0.06147320284615936
19460228,-0.060022865408144846
19460330,0.05632456628568589
19460430,0.04142309382386497
19460531,0.039408195577353235
19460628,-0.03943545620892093
19460731,-0.026661274133499443
19460830,-0.06663992754622727
19460930,-0.10761082348010274
19461031,-0.014265266814042955
19461130,0.0006967572083106023
19461231,0.048943485748411224
19470131,0.012999143842526617
19470228,-0.011152963726269085
19470331,-0.016932549911408388
19470430,-0.04887306760582694
19470529,-0.009671619696731066
19470630,0.05185783500450511
19470731,0.0405160277171863
19470829,-0.01750939875587706
19470930,-0.004677924447349286
19471031,0.024527720947711332
19471129,-0.01892800988551891
19471231,0.030245944745827088
19480131,-0.038645198793445114
19480228,-0.044392946118737044
19480331,0.07939141870783718
19480430,0.03741909120665305
19480528,0.07168697246899283
19480630,-0.00028003920731881727
19480730,-0.05159649824393127
19480831,0.0037549413754915184
19480930,-0.030266442559905862
19481030,0.058566976904610005
19481130,-0.09659570573883097
19481231,0.032046966328253566
19490131,0.0030692849222947035
19490228,-0.02927640212021248
19490331,0.04069750677197686
19490430,-0.018135457795876598
19490531,-0.028901658207989206
19490630,0.00217762724777424
19490729,0.05484512914778597
19490831,0.026560135975208243
19490930,0.03157812126714286
19491031,0.031305819008016454
19491130,0.018365320355454115
19491231,0.050946884394536554
19500131,0.01760806414028787
19500228,0.015119127794978145
19500331,0.012661503785336032
19500429,0.03987242382066669
19500531,0.04322518454451887
19500630,-0.0597691128685943
19500731,0.015993420687572764
19500831,0.04962315047332387
19500929,0.047879273243752386
19501031,-0.0011847014817575633
19501130,0.02864187713980928
19501230,0.05632929243599547
19510131,0.057074799233233685
19510228,0.013987714195878437
19510331,-0.021341110154251948
19510430,0.04884825772006417
19510531,-0.022720159156272856
19510629,-0.025864624127657228
19510731,0.0691631236598945
19510831,0.04402071316064472
19510928,0.009045961638540632
19511031,-0.022888965140794658
19511130,0.0061739021834599115
19511231,0.03465839852816616
19520131,0.01685908363282742
19520229,-0.025462433826718214
19520331,0.044849074936169776
19520430,-0.05039685420487878
19520529,0.03231906687350404
19520630,0.03881197578538929
19520731,0.011339464569905542
19520829,-0.006755768904071399
19520930,-0.019332677739772815
19521031,-0.005323142818858818
19521128,0.05765268055891545
19521231,0.030593218504830696
19530130,-0.0016453528509279074
19530227,-0.0018216582122697088
19530331,-0.012945431693049892
19530430,-0.02809602262549526
19530529,0.006897159814905416
19530630,-0.016512585424265785
19530731,0.02480089941006914
19530831,-0.04505594505231673
19530930,0.0030054790198282295
19531030,0.04642832961367623
19531130,0.028102402400144368
19531231,0.0006777702618357417
19540129,0.05137919069835674
19540226,0.017398759928627865
19540331,0.03669541187774219
19540430,0.042256485146426576
19540528,0.031211804212732255
19540630,0.011493693711214305
19540730,0.04942615236225071
19540831,-0.02302607703249867
19540930,0.06263013883387372
19541029,-0.016348918221333848
19541130,0.09110772548621562
19541231,0.05398521790809196
19550131,0.006814726912013803
19550228,0.03087250206673569
19550331,-0.0009954953411034923
19550429,0.03183969417433141
19550531,0.011961179029273978
19550630,0.06401463393263049
19550729,0.020043774688398203
19550831,0.004188217161306966
19550930,-0.002011020747407992
19551031,-0.026089387626600825
19551130,0.06939918892883837
19551230,0.01640765520828322
19560131,-0.028521910000154384
19560229,0.038845642823198155
19560329,0.06621461570596773
19560430,0.005070125165591767
19560531,-0.05056619037070285
19560629,0.036573944318107406
19560731,0.049580328098150425
19560831,-0.03027365768982717
19560928,-0.050880747917601485
19561031,0.00726554191173001
19561130,0.004667092162680286
19561231,0.03435987996055795
19570131,-0.03264819951871109
19570228,-0.01888011294342376
19570329,0.023825895636306754
19570430,0.0441881626140265
19570531,0.0360223345583723
19570628,-0.005066814653071574
19570731,0.0088982925063238
19570830,-0.051346980039125606
19570930,-0.05931061050755334
19571031,-0.04212596932598694
19571129,0.025282682367392714
19571231,-0.03807576885222988
19580131,0.048404375476828854
19580228,-0.014359607441599838
19580331,0.03314459859230209
19580430,0.030367213253368892
19580529,0.024284724537299986
19580630,0.029066448045398124
19580731,0.04386759197641261
19580829,0.018999363589782655
19580930,0.04753223044531624
19581031,0.026821077508260037
19581128,0.030150859950493453
19581231,0.05173724582652556
19590130,0.009078663933204055
19590227,0.011157522695877014
19590331,0.004658134028520297
19590430,0.037198477504684024
19590529,0.019405489623923244
19590630,0.0006757716149196457
19590731,0.033784811528482186
19590831,-0.01252410015764678
19590930,-0.046019855021782664
19591030,0.015623317901080876
19591130,0.018386919772663372
19591231,0.027656994951948122
19600129,-0.06854011685294345
19600229,0.01431603480932648
19600331,-0.012904911330549143
19600429,-0.015388802567951361
19600531,0.03352954915799058
19600630,0.02257622828672224
19600729,-0.0229667277867283
19600831,0.031706978694329147
19600930,-0.0604646971050732
19601031,-0.0047161033537090865
19601130,0.047472153117194285
19601230,0.04739585924460442
19610131,0.06199027711988561
19610228,0.03633675083653781
19610330,0.030150859950493453
19610428,0.005629126696017124
19610531,0.025564427571179535
19610630,-0.028912980829093864
19610731,0.02951511196674985
19610831,0.026499759204665446
19610929,-0.020192503287948034
19611031,0.026964176974801527
19611130,0.04444837126073544
19611229,0.0007127459362577564
19620131,-0.03681648562587268
19620228,0.019324081438824678
19620330,-0.004699023136468469
19620430,-0.06553635213871473
19620531,-0.0884159993735708
19620629,-0.08622804750865612
19620731,0.06338598221968067
19620831,0.02314702854656942
19620928,-0.05145962400902884
19621031,0.002185609813849981
19621130,0.10448343113162206
19621231,0.01179516275732173
19630131,0.05054861718429516
19630228,-0.022175059288766175
19630329,0.032386838409872
19630430,0.04634813722828214
19630531,0.019852626046221417
19630628,-0.018194520992495803
19630731,-0.0017184757339653689
19630830,0.051343093147571656
19630930,-0.011969347696637453
19631031,0.027331079991463805
19631129,-0.005564452892412771
19631231,0.02150412011240667
19640131,0.025463047436529967
19640228,0.017060636178012296
19640331,0.017482290336447208
19640430,0.004596420256973049
19640528,0.017253302094926478
19640630,0.014967427121786392
19640731,0.019918306879548583
19640831,-0.011329942079244627
19640930,0.030024713105695454
19641030,0.008829901426278215
19641130,0.00308523576180768
19641231,0.003683208651589831
19650129,0.037917941838201914
19650226,0.006921987670966641
19650331,-0.00976249849477008
19650430,0.033098162378238226
19650528,-0.004360493146962443
19650630,-0.053261545913845694
19650730,0.016621101016236088
19650831,0.03041571653899107
19650930,0.031452154349764685
19651029,0.0288507846659526
19651130,0.003060312463257731
19651231,0.013454086516248378
19660131,0.01204911695898525
19660228,-0.00865837578664183
19660331,-0.02114498785911507
19660429,0.02453357555440858
19660531,-0.053968448370701416
19660630,-0.010370589149316349
19660729,-0.01295353596258174
19660831,-0.0783810889268989
19660930,-0.00698231975891058
19661031,0.04142405324652292
19661130,0.017364363026704285
19661230,0.006190797407727178
19670131,0.08206834698793866
19670228,0.010885536975923088
19670331,0.0424692770051614
19670428,0.04076663298783378
19670531,-0.040085807239289166
19670630,0.02654650282952525
19670731,0.048018437893868254
19670831,-0.006301814789928676
19670929,0.0337113335853675
19671031,-0.027816311261117384
19671130,0.007870942700568137
19671229,0.03314363119316903
19680131,-0.03700740432932599
19680229,-0.03420228654705237
19680329,0.0051039526454478325
19680430,0.08997597821362288
19680531,0.026680878581330926
19680628,0.011461070299563817
19680730,-0.02227014912572809
19680830,0.0178762632438708
19680930,0.043494260834057774
19681031,0.009000374837299128
19681129,0.056853756325449346
19681231,-0.03445998343174338
19690131,-0.006733620019266877
19690228,-0.05513328931894057
19690328,0.03004897335019133
19690430,0.02031916053658008
19690529,0.005027341714025297
19690630,-0.06976602743785744
19690731,-0.06739165411997965
19690829,0.05020915692284598
19690930,-0.022849062972720397
19691031,0.0541443761884953
19691128,-0.03269262754660475
19691231,-0.019876230004792647
19700130,-0.07607575311922891
19700227,0.055156522503047936
19700331,-0.004740217098243241
19700430,-0.11128693110643266
19700529,-0.0665095289646081
19700630,-0.05241708349679557
19700731,0.0715482703390412
19700831,0.04882444929597602
19700930,0.046439785143785904
19701030,-0.01837580569042508
19701130,0.04921673983975898
19701231,0.05895075108791864
19710129,0.05072163101917924
19710226,0.016771567684464965
19710331,0.043804422656772916
19710430,0.03278853249957768
19710528,-0.03708834826013202
19710630,0.003114146009944416
19710730,-0.04111682964652635
19710831,0.04163222619390512
19710930,-0.005028622354845403
19711029,-0.04153370606017293
19711130,-0.0012627969926069975
19711231,0.08733024281318574
19720131,0.027986693339266573
19720229,0.03086765405904865
19720330,0.008685174444554635
19720428,0.005489902868628868
19720531,0.016242375545864583
19720630,-0.02111843258840287
19720731,-0.004263074001010256
19720831,0.035334324765932894
19720929,-0.007699565726440575
19721031,0.008638579794702391
19721130,0.04856537700192763
19721229,0.011180267240524679
19730131,-0.027837903836973647
19730228,-0.045384470134604074
19730330,-0.007888028860535665
19730430,-0.0531571355239678
19730531,-0.024813319875202668
19730629,-0.008685610948649856
19730731,0.055397809329437595
19730831,-0.03010566174194789
19730928,0.052526983080615056
19731031,-0.0004150861363319304
19731130,-0.1286439271941328
